------RESULT-----

Pass-through
Pass-through query to just show input stream in the same form as we show output.
CTI    <05/03/2013 21:05:49>
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0, input2 = 1, input3 = 0, input4 = 0 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = -0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = -0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 2.2532E-14, input2 = -1, input3 = 2.2532E-14, input4 = -0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 6.8518E-15, input2 = -1, input3 = 6.8518E-15, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = 0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = 0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -3.9194E-14, input2 = 1, input3 = -3.9194E-14, input4 = 9.7984E-15 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 9.8096E-15, input2 = 1, input3 = 9.8096E-15, input4 = 1 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 7.1535E-14, input2 = -1, input3 = 7.1535E-14, input4 = -0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.55557 }
CTI    <05/03/2013 21:05:49>
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 6.2224E-14, input3 = 1, input4 = 0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = -2.4598E-15, input3 = 1, input4 = 0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 4.6543E-14, input3 = 1, input4 = -0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = 1.9121E-14, input3 = -1, input4 = 0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -7.8885E-14, input3 = -1, input4 = -0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -2.9882E-14, input3 = -1, input4 = -0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -1.4202E-14, input3 = -1, input4 = 0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -7.0555E-14, input2 = 1, input3 = -7.0555E-14, input4 = 1.7639E-14 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1.0791E-14, input2 = -1, input3 = -1.0791E-14, input4 = -0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = -0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = 0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = -0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = -0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = 0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = -0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = -0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = -0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 3.8213E-14, input2 = -1, input3 = 3.8213E-14, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -5.8709E-15, input2 = 1, input3 = -5.8709E-15, input4 = -1 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -2.1551E-14, input2 = 1, input3 = -2.1551E-14, input4 = 1 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -2.6471E-14, input2 = -1, input3 = -2.6471E-14, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = 0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = 0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -5.4874E-14, input2 = 1, input3 = -5.4874E-14, input4 = -1.3719E-14 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.55557 }
CTI    <05/03/2013 21:05:49>
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 1.3221E-14, input3 = 1, input4 = -0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 7.7904E-14, input3 = 1, input4 = -0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 2.8901E-14, input3 = 1, input4 = 0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = 3.4408E-15, input3 = -1, input4 = -0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -4.5562E-14, input3 = -1, input4 = 0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -6.1243E-14, input3 = -1, input4 = -0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = -0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = -0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = -0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = 0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = -0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = -0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = -0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = -0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = -0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 6.9574E-14, input2 = -1, input3 = 6.9574E-14, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 2.057E-14, input2 = -1, input3 = 2.057E-14, input4 = -0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 4.8899E-15, input2 = -1, input3 = 4.8899E-15, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1.1771E-14, input2 = 1, input3 = 1.1771E-14, input4 = -2.9429E-15 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 5.3893E-14, input2 = -1, input3 = 5.3893E-14, input4 = -0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -3.7232E-14, input2 = 1, input3 = -3.7232E-14, input4 = -1 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -8.6235E-14, input2 = 1, input3 = -8.6235E-14, input4 = -2.1559E-14 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = -2.0102E-14, input3 = 1, input4 = 0.38268 }
CTI    <05/03/2013 21:05:49>
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = -4.4217E-15, input3 = 1, input4 = -0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 1, input2 = 4.4581E-14, input3 = 1, input4 = -0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -1.224E-14, input3 = -1, input4 = 0.38268 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -1, input2 = -7.6923E-14, input3 = -1, input4 = 0.92388 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -5.2912E-14, input2 = 1, input3 = -5.2912E-14, input4 = 1 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = 0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = 0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = 0.38268, input3 = 0.92388, input4 = -0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = 0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.92388, input2 = -0.38268, input3 = 0.92388, input4 = -0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = -0.29028 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = 0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = 0.38268, input3 = -0.92388, input4 = -0.95694 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = -0.88192 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.92388, input2 = -0.38268, input3 = -0.92388, input4 = 0.4714 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 3.6251E-14, input2 = -1, input3 = 3.6251E-14, input4 = 0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -3.909E-15, input2 = 1, input3 = -3.909E-15, input4 = -9.7724E-16 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = -0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = 0.92388, input3 = 0.38268, input4 = -0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = -0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = 0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.38268, input2 = -0.92388, input3 = 0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = 0.098017 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = 0.92388, input3 = -0.38268, input4 = 0.99518 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = 0.77301 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = 0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.38268, input2 = -0.92388, input3 = -0.38268, input4 = -0.63439 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -6.8593E-14, input2 = 1, input3 = -6.8593E-14, input4 = -1 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 8.5254E-14, input2 = -1, input3 = 8.5254E-14, input4 = -0.70711 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = 0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = 0.70711, input3 = 0.70711, input4 = -0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = 0.70711, input2 = -0.70711, input3 = 0.70711, input4 = 0.55557 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = -0.98079 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = 0.70711, input3 = -0.70711, input4 = 0.19509 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = 0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.83147 }
INSERT <05/03/2013 21:05:49 - 05/03/2013 21:05:49> { input1 = -0.70711, input2 = -0.70711, input3 = -0.70711, input4 = -0.55557 }
CTI    <05/03/2013 21:05:49>
